图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-n预测正确,close-预测置信度,down-预测置信度,forward-预测置信度,left-预测置信度,leftdown-预测置信度,lefttop-预测置信度,right-预测置信度,rightdown-预测置信度,righttop-预测置信度,top-预测置信度
E:\10\final\val\lefttop\3sts2oy9.jpg,5,lefttop,5,lefttop,9,top,3,left,True,3.7682216e-10,8.3675905e-12,2.0496536e-06,0.0001573271,7.5603426e-11,0.99176157,8.5748775e-13,2.2133885e-19,2.1235591e-11,0.008078997
E:\10\final\val\lefttop\leftopzo1.jpg,5,lefttop,5,lefttop,9,top,3,left,True,6.224631e-09,5.1082436e-09,0.0002300922,0.007154792,2.0516099e-08,0.97639626,4.8513715e-10,6.6634753e-16,4.3394113e-10,0.016218789
E:\10\final\val\lefttop\leftopzo10.jpg,5,lefttop,5,lefttop,9,top,3,left,True,7.7548266e-11,4.155957e-13,9.4924054e-08,0.00018814628,2.3208303e-11,0.9995121,7.054297e-14,1.4482323e-20,9.0546884e-13,0.00029961392
E:\10\final\val\lefttop\leftopzo100.jpg,5,lefttop,5,lefttop,3,left,9,top,True,1.221749e-11,1.135408e-14,8.639892e-10,0.0028793109,1.9969038e-10,0.9971205,3.064967e-16,4.9061254e-23,2.8224816e-16,2.9255904e-07
E:\10\final\val\lefttop\leftopzo101.jpg,5,lefttop,5,lefttop,3,left,9,top,True,1.5644356e-11,2.0945173e-14,1.5544759e-09,0.0060674986,4.5779458e-10,0.99393207,7.274537e-16,1.1407887e-22,4.5011416e-16,3.0060883e-07
E:\10\final\val\lefttop\leftopzo102.jpg,5,lefttop,5,lefttop,3,left,9,top,True,9.2834185e-11,2.348631e-11,4.1436874e-06,0.037394743,5.0923834e-09,0.96249634,1.8216917e-12,1.56124e-19,2.5642127e-13,0.00010474205
E:\10\final\val\lefttop\leftopzo103.jpg,5,lefttop,5,lefttop,3,left,9,top,True,2.8352174e-09,3.2064974e-12,6.4248713e-09,0.027647043,1.4113463e-07,0.9723527,1.5150768e-14,9.067317e-20,4.5936668e-15,2.501789e-07
E:\10\final\val\lefttop\leftopzo104.jpg,5,lefttop,5,lefttop,9,top,3,left,True,1.0283479e-10,4.4717105e-15,2.840573e-10,1.0687108e-05,1.3005054e-12,0.9999759,3.0511156e-16,1.5769086e-22,3.1193716e-14,1.3343569e-05
E:\10\final\val\lefttop\leftopzo105.jpg,5,lefttop,5,lefttop,3,left,9,top,True,4.859745e-11,6.432666e-11,2.5483034e-05,0.041582264,4.217105e-09,0.95791554,4.560893e-12,1.9733617e-19,4.5749e-13,0.00047677296
E:\10\final\val\lefttop\leftopzo106.jpg,5,lefttop,5,lefttop,9,top,3,left,True,1.4233028e-12,5.870338e-14,3.9880098e-07,3.3191736e-05,2.9285984e-13,0.9950104,1.1369972e-14,1.0846031e-22,2.4992551e-13,0.004956121
E:\10\final\val\lefttop\leftopzo107.jpg,5,lefttop,5,lefttop,9,top,3,left,True,7.9723936e-11,2.116825e-12,5.0595463e-07,0.0002499514,5.1354e-11,0.9988426,1.2001198e-13,2.6137848e-20,8.0663774e-13,0.0009069512
E:\10\final\val\lefttop\leftopzo108.jpg,5,lefttop,5,lefttop,3,left,9,top,True,5.54461e-08,1.8366364e-11,4.681898e-08,0.00015670645,9.193018e-10,0.99970514,6.9638924e-13,1.0718021e-17,1.4057398e-11,0.0001380097
E:\10\final\val\lefttop\leftopzo109.jpg,5,lefttop,5,lefttop,3,left,9,top,True,5.694884e-09,1.491127e-12,4.889346e-09,8.0160695e-05,2.9859068e-10,0.99990106,2.957113e-15,1.6987514e-20,4.2791125e-14,1.8765073e-05
E:\10\final\val\lefttop\leftopzo11.jpg,5,lefttop,5,lefttop,9,top,3,left,True,6.946279e-11,1.9905112e-14,2.6786038e-09,4.177081e-05,3.5243327e-12,0.9999144,6.8945225e-15,2.6060788e-21,3.8820471e-13,4.3817665e-05
E:\10\final\val\lefttop\leftopzo110.jpg,5,lefttop,5,lefttop,9,top,3,left,True,1.5204954e-09,2.0551632e-13,1.6354842e-09,1.7992868e-05,2.737863e-11,0.99995625,2.7840556e-15,1.4861235e-20,1.3254258e-13,2.5761037e-05
E:\10\final\val\lefttop\leftopzo111.jpg,5,lefttop,5,lefttop,9,top,3,left,True,7.659256e-05,8.416288e-08,6.6579464e-06,0.00094176276,7.0614226e-07,0.99500966,6.381346e-10,4.8378597e-13,1.1542554e-08,0.0039645177
E:\10\final\val\lefttop\leftopzo113.jpg,5,lefttop,5,lefttop,9,top,3,left,True,1.3381829e-09,3.859235e-13,4.1810106e-09,2.6377831e-05,3.998754e-11,0.99992394,9.601738e-15,5.0254495e-20,4.0889191e-13,4.966598e-05
E:\10\final\val\lefttop\leftopzo117.jpg,5,lefttop,5,lefttop,3,left,9,top,True,1.1997418e-09,2.2779638e-14,1.4434508e-10,1.8834922e-05,1.7434693e-11,0.9999782,3.8050716e-16,1.7405762e-21,2.0876079e-14,2.9642842e-06
E:\10\final\val\lefttop\leftopzo118.jpg,5,lefttop,5,lefttop,9,top,3,left,True,8.6279685e-11,1.2605709e-14,7.56624e-10,1.8017432e-05,3.6276461e-12,0.99996245,1.254344e-15,1.3809694e-21,8.8230984e-14,1.9558725e-05
E:\10\final\val\lefttop\leftopzo119.jpg,5,lefttop,5,lefttop,3,left,9,top,True,1.3650752e-09,3.565476e-14,1.9236505e-10,3.212641e-05,3.8497015e-11,0.9999653,6.43649e-16,3.7022803e-21,2.6114852e-14,2.4792962e-06
E:\10\final\val\lefttop\leftopzo12.jpg,5,lefttop,5,lefttop,9,top,3,left,True,4.5882367e-10,4.9566445e-12,3.0222398e-06,1.7661696e-05,3.3700952e-12,0.91543704,2.653794e-12,4.704141e-19,3.636988e-10,0.08454221
E:\10\final\val\lefttop\leftopzo120.jpg,5,lefttop,5,lefttop,9,top,3,left,True,7.2947213e-09,8.2582953e-13,4.8211026e-09,5.0179326e-05,1.3381585e-10,0.99989665,1.4910656e-13,2.3853746e-18,1.1192632e-11,5.318591e-05
E:\10\final\val\lefttop\leftopzo121.jpg,5,lefttop,5,lefttop,9,top,3,left,True,2.48951e-09,5.6043416e-11,9.999996e-06,3.5604044e-05,2.7888072e-11,0.88801837,1.1722717e-11,6.866545e-18,8.3738133e-10,0.11193613
E:\10\final\val\lefttop\leftopzo122.jpg,5,lefttop,5,lefttop,3,left,9,top,True,1.9347246e-09,3.984283e-14,2.1681892e-10,1.3119211e-05,1.6243222e-11,0.99998116,7.0996703e-16,4.4703732e-21,5.2260252e-14,5.749178e-06
E:\10\final\val\lefttop\leftopzo123.jpg,5,lefttop,5,lefttop,9,top,3,left,True,1.19726e-08,1.6992062e-13,1.3375795e-09,5.875965e-06,7.534267e-12,0.9998753,1.8002247e-14,1.1900588e-19,6.338755e-12,0.000118896074
E:\10\final\val\lefttop\leftopzo124.jpg,5,lefttop,5,lefttop,3,left,9,top,True,4.800986e-10,6.348601e-14,1.619457e-09,0.00013988857,3.9136087e-11,0.999851,2.2213062e-15,1.4868793e-21,4.2915344e-14,9.005277e-06
E:\10\final\val\lefttop\leftopzo125.jpg,5,lefttop,5,lefttop,9,top,3,left,True,8.051287e-11,1.6677347e-15,8.5205114e-11,5.660984e-06,6.6866966e-13,0.9999877,1.0136716e-16,7.498855e-23,1.5040146e-14,6.700701e-06
E:\10\final\val\lefttop\leftopzo126.jpg,5,lefttop,5,lefttop,3,left,9,top,True,6.0815006e-11,4.5802722e-15,1.8675937e-10,1.9194966e-05,4.5001004e-12,0.9999764,3.5275637e-16,5.4125496e-22,2.2583535e-14,4.461174e-06
E:\10\final\val\lefttop\leftopzo127.jpg,5,lefttop,5,lefttop,9,top,3,left,True,3.4917513e-09,1.1786148e-13,8.3660046e-10,1.6032407e-05,2.2507038e-11,0.9999616,6.137811e-15,4.1141398e-20,6.3473814e-13,2.2439424e-05
E:\10\final\val\lefttop\leftopzo128.jpg,5,lefttop,5,lefttop,9,top,3,left,True,5.290009e-09,3.5272542e-13,2.2610884e-09,3.0590167e-05,5.8314485e-11,0.9999348,2.4394518e-14,2.0625031e-19,1.7975987e-12,3.4610246e-05
E:\10\final\val\lefttop\leftopzo129.jpg,5,lefttop,5,lefttop,3,left,9,top,True,1.5921673e-08,1.2491486e-12,4.237727e-09,0.00012546027,4.354493e-10,0.99985206,1.6313758e-13,2.7064948e-18,6.373304e-12,2.243042e-05
E:\10\final\val\lefttop\leftopzo130.jpg,5,lefttop,5,lefttop,3,left,9,top,True,3.9327944e-07,7.8532764e-13,4.905528e-10,2.1052761e-05,1.657035e-10,0.9999633,4.0999806e-14,1.8209763e-18,7.594143e-12,1.531358e-05
E:\10\final\val\lefttop\leftopzo131.jpg,5,lefttop,5,lefttop,3,left,9,top,True,3.848384e-09,1.3990069e-13,6.8334616e-10,6.311382e-05,1.0492974e-10,0.999931,7.385784e-15,5.821397e-20,3.111764e-13,6.0190814e-06
E:\10\final\val\lefttop\leftopzo132.jpg,5,lefttop,5,lefttop,3,left,9,top,True,2.8088716e-09,4.790749e-11,1.2487601e-07,0.0040129507,3.1481893e-08,0.99597794,1.8009711e-14,7.1308824e-20,6.4936256e-15,9.038016e-06
E:\10\final\val\lefttop\leftopzo133.jpg,5,lefttop,5,lefttop,9,top,3,left,True,7.621424e-10,9.998196e-12,3.525822e-07,0.00015168429,4.1129794e-10,0.9989254,1.1824465e-12,6.9221716e-18,2.204884e-11,0.00092257076
E:\10\final\val\lefttop\leftopzo134.jpg,5,lefttop,5,lefttop,9,top,3,left,True,2.1099893e-10,1.5083892e-11,2.7125793e-06,0.0009642514,7.7221285e-10,0.9969843,7.467652e-12,8.04593e-18,5.6030097e-11,0.0020487627
E:\10\final\val\lefttop\leftopzo135.jpg,5,lefttop,5,lefttop,3,left,9,top,True,1.0983303e-10,3.2459818e-12,3.700742e-07,0.0012107976,7.2982165e-10,0.99857664,7.594986e-13,8.2320606e-19,3.3200309e-12,0.00021226592
E:\10\final\val\lefttop\leftopzo136.jpg,5,lefttop,5,lefttop,9,top,3,left,True,1.2447567e-10,7.838458e-12,2.5317156e-06,0.0012302486,4.5224907e-10,0.9968773,7.950499e-12,4.0802776e-18,5.893939e-11,0.0018899327
E:\10\final\val\lefttop\leftopzo137.jpg,5,lefttop,5,lefttop,3,left,9,top,True,1.5805583e-11,2.2398747e-12,9.68867e-07,0.0018048445,3.2471817e-10,0.9978346,4.3294017e-13,9.885163e-20,1.0625821e-12,0.00035962436
E:\10\final\val\lefttop\leftopzo138.jpg,5,lefttop,5,lefttop,9,top,3,left,True,1.5758311e-10,1.8345372e-11,9.682955e-06,0.0023577595,7.456222e-10,0.992653,5.1476986e-11,1.9513558e-17,3.499964e-10,0.0049795005
E:\10\final\val\lefttop\leftopzo139.jpg,5,lefttop,5,lefttop,9,top,3,left,True,2.0983047e-10,5.4581036e-12,1.1587409e-06,0.000403692,2.3200745e-10,0.9973544,4.681966e-12,4.6825144e-18,8.375983e-11,0.002240817
E:\10\final\val\lefttop\leftopzo14.jpg,5,lefttop,5,lefttop,3,left,9,top,True,3.4215827e-07,1.6916685e-11,8.874495e-09,0.0005512599,8.330124e-09,0.99943596,8.661132e-13,4.596235e-17,1.230869e-11,1.2396017e-05
E:\10\final\val\lefttop\leftopzo141.jpg,5,lefttop,5,lefttop,3,left,9,top,True,8.0778745e-11,1.02244566e-16,3.944747e-12,2.3326008e-06,2.2388343e-13,0.9999964,3.0580632e-17,4.21088e-23,1.7274378e-14,1.1342145e-06
E:\10\final\val\lefttop\leftopzo142.jpg,5,lefttop,5,lefttop,3,left,9,top,True,1.6304636e-08,2.0088638e-10,5.05645e-07,0.00082050456,3.090331e-08,0.99894553,1.3424674e-12,5.363801e-17,6.8014028e-12,0.00023337861
E:\10\final\val\lefttop\leftopzo143.jpg,5,lefttop,5,lefttop,9,top,3,left,True,3.302831e-10,1.11656535e-11,2.0972823e-06,0.00080068794,5.272968e-10,0.99681693,1.3438839e-11,1.4658046e-17,1.666543e-10,0.0023803306
E:\10\final\val\lefttop\leftopzo144.jpg,5,lefttop,5,lefttop,9,top,3,left,True,1.474287e-12,1.7900675e-15,2.792863e-09,3.4541488e-06,1.6699257e-13,0.9996232,6.906145e-16,1.4088938e-22,2.2033689e-13,0.00037336536
E:\10\final\val\lefttop\leftopzo145.jpg,5,lefttop,5,lefttop,9,top,3,left,True,2.3415714e-10,7.816146e-11,3.903796e-05,0.00038660373,3.2611167e-10,0.94275814,4.6611316e-11,2.9850447e-17,6.985323e-10,0.056816287
E:\10\final\val\lefttop\leftopzo147.jpg,5,lefttop,5,lefttop,9,top,3,left,True,8.484678e-07,4.851531e-07,0.00060826744,0.0019820607,7.7045723e-07,0.9063336,9.411568e-09,2.0625877e-12,4.4400096e-08,0.09107391
E:\10\final\val\lefttop\leftopzo148.jpg,5,lefttop,5,lefttop,9,top,3,left,True,3.7573926e-09,8.862855e-15,1.906195e-10,1.15891535e-05,3.0834762e-12,0.9999651,2.715991e-14,7.845567e-20,1.7421932e-11,2.3376177e-05
E:\10\final\val\lefttop\leftopzo149.jpg,5,lefttop,5,lefttop,9,top,3,left,True,3.1260655e-08,2.9458431e-09,8.219824e-05,0.0003549168,5.7154224e-09,0.87181395,3.1196192e-09,5.429342e-14,1.0730813e-07,0.12774879
E:\10\final\val\lefttop\leftopzo150.jpg,5,lefttop,5,lefttop,3,left,9,top,True,2.2806502e-13,2.735791e-15,1.6911319e-09,0.032140613,4.1424236e-10,0.9678593,1.3592155e-16,3.1523351e-24,2.068164e-17,8.268664e-08
E:\10\final\val\lefttop\leftopzo151.jpg,5,lefttop,5,lefttop,3,left,9,top,True,1.8352877e-09,1.4250768e-09,1.0229441e-05,0.01218735,2.4611992e-07,0.98754823,4.8380413e-13,1.9759875e-18,1.0305147e-13,0.00025389087
E:\10\final\val\lefttop\leftopzo152.jpg,5,lefttop,5,lefttop,3,left,9,top,True,1.2251998e-09,8.307988e-10,1.0818087e-05,0.008433458,9.687333e-08,0.99109507,2.6758895e-12,1.3715435e-17,1.109404e-12,0.00046055685
E:\10\final\val\lefttop\leftopzo153.jpg,5,lefttop,5,lefttop,3,left,9,top,True,1.4904165e-10,9.247097e-11,3.759885e-05,0.01327183,5.861529e-09,0.9835369,8.846644e-11,2.8872352e-17,1.0343208e-10,0.0031535807
E:\10\final\val\lefttop\leftopzo154.jpg,5,lefttop,5,lefttop,3,left,9,top,True,2.2972821e-10,4.2461555e-12,6.184254e-07,0.0015221306,7.56827e-10,0.99804306,4.19832e-12,4.0876677e-18,2.9108507e-11,0.00043418093
E:\10\final\val\lefttop\leftopzo155.jpg,5,lefttop,5,lefttop,3,left,9,top,True,9.940195e-11,2.520322e-11,1.526707e-06,0.007236532,8.628231e-09,0.9926604,4.4247833e-13,4.2148714e-19,1.9425954e-13,0.0001015319
E:\10\final\val\lefttop\leftopzo156.jpg,5,lefttop,5,lefttop,3,left,9,top,True,5.710405e-11,9.065938e-11,7.541108e-05,0.01926292,4.4683155e-09,0.97653437,7.740647e-11,1.0407484e-17,5.1129774e-11,0.004127299
E:\10\final\val\lefttop\leftopzo157.jpg,5,lefttop,5,lefttop,3,left,9,top,True,1.2555124e-11,1.4392465e-14,3.6115526e-09,0.0001515724,1.3548992e-11,0.9998272,4.0048696e-15,1.2488807e-21,8.9141544e-14,2.1194788e-05
E:\10\final\val\lefttop\leftopzo158.jpg,5,lefttop,5,lefttop,9,top,3,left,True,2.1993901e-10,1.1699483e-15,4.9792254e-11,4.5610753e-07,1.3290455e-13,0.99995804,1.669957e-16,4.0511564e-22,2.7182016e-13,4.153156e-05
E:\10\final\val\lefttop\leftopzo159.jpg,5,lefttop,5,lefttop,3,left,9,top,True,5.447651e-10,1.9973892e-14,1.2982147e-10,0.0002177693,2.1120715e-10,0.9997819,9.355215e-16,5.0010213e-21,1.3036587e-14,4.1212613e-07
E:\10\final\val\lefttop\leftopzo16.jpg,5,lefttop,5,lefttop,3,left,9,top,True,2.5911573e-08,8.2208036e-13,1.1592699e-09,0.00016932063,6.9140177e-10,0.99982685,1.534775e-14,2.2121327e-19,2.5757277e-13,3.7617763e-06
E:\10\final\val\lefttop\leftopzo160.jpg,5,lefttop,5,lefttop,3,left,9,top,True,4.8134376e-09,7.9198915e-14,2.0935294e-10,1.6982814e-05,6.3096396e-11,0.9999782,3.764202e-15,9.704791e-20,3.8149242e-13,4.9370283e-06
E:\10\final\val\lefttop\leftopzo161.jpg,5,lefttop,5,lefttop,3,left,9,top,True,6.5823104e-11,1.2140684e-15,8.2952915e-11,4.0118197e-05,3.2897023e-12,0.9999577,8.2921863e-16,6.2835333e-22,7.101854e-14,2.1926564e-06
E:\10\final\val\lefttop\leftopzo162.jpg,5,lefttop,5,lefttop,9,top,3,left,True,2.8706921e-09,8.430667e-15,1.11909544e-10,5.596764e-06,3.0034209e-12,0.9999751,1.06012035e-14,7.580077e-20,8.713974e-12,1.9324983e-05
E:\10\final\val\lefttop\leftopzo163.jpg,5,lefttop,5,lefttop,3,left,9,top,True,1.3824822e-09,1.6846723e-14,5.7267822e-11,1.5478801e-05,3.339657e-11,0.9999831,5.130593e-16,8.715566e-21,3.9311856e-14,1.3820612e-06
E:\10\final\val\lefttop\leftopzo164.jpg,5,lefttop,5,lefttop,3,left,9,top,True,1.14565095e-08,6.390932e-14,3.4346084e-10,2.1467902e-05,3.085204e-11,0.999964,3.765874e-14,5.1355777e-19,9.039094e-12,1.45129625e-05
E:\10\final\val\lefttop\leftopzo165.jpg,5,lefttop,5,lefttop,3,left,9,top,True,8.3602514e-11,2.1460542e-11,5.2678894e-07,0.24360676,1.7630654e-07,0.75639105,1.0654471e-13,3.5806674e-20,2.0022203e-15,1.4406095e-06
E:\10\final\val\lefttop\leftopzo166.jpg,5,lefttop,5,lefttop,3,left,9,top,True,8.2987474e-13,6.5852445e-12,3.0104358e-05,0.018900922,3.5843636e-10,0.9802183,2.5018748e-13,1.315933e-21,2.5402352e-14,0.00085070584
E:\10\final\val\lefttop\leftopzo167.jpg,5,lefttop,5,lefttop,3,left,9,top,True,7.2921593e-09,2.2670676e-10,1.9359366e-06,0.024618298,5.9871454e-08,0.97531897,7.929394e-12,1.6270072e-17,2.5753139e-12,6.0842114e-05
E:\10\final\val\lefttop\leftopzo168.jpg,5,lefttop,5,lefttop,3,left,9,top,True,1.4116063e-09,1.2546843e-10,4.2836223e-06,0.10716838,1.8414767e-07,0.8927569,5.6064924e-11,9.6479554e-17,1.6939613e-11,7.023351e-05
E:\10\final\val\lefttop\leftopzo169.jpg,5,lefttop,5,lefttop,3,left,9,top,True,1.2202239e-12,1.7808782e-13,1.6357681e-07,0.0029574323,9.2574164e-11,0.99701285,7.008018e-15,2.22418e-22,4.193068e-15,2.9565355e-05
E:\10\final\val\lefttop\leftopzo17.jpg,5,lefttop,5,lefttop,3,left,9,top,True,1.0089113e-07,2.4821482e-12,1.4493958e-09,0.00035164176,3.349466e-09,0.9996457,3.7284456e-14,1.1872834e-18,4.246293e-13,2.48726e-06
E:\10\final\val\lefttop\leftopzo171.jpg,5,lefttop,5,lefttop,3,left,9,top,True,4.8656084e-09,1.1723974e-12,1.7604729e-09,0.0005444935,7.1419954e-09,0.9994537,1.3556367e-14,5.568607e-19,9.874284e-14,1.7290316e-06
E:\10\final\val\lefttop\leftopzo172.jpg,5,lefttop,5,lefttop,3,left,9,top,True,3.6350353e-11,2.012775e-11,1.8115826e-06,0.33231393,6.659811e-08,0.66768014,2.294047e-13,1.5663303e-20,3.30975e-15,3.9919237e-06
E:\10\final\val\lefttop\leftopzo173.jpg,5,lefttop,5,lefttop,3,left,9,top,True,3.5272594e-11,4.244221e-12,2.2954432e-06,0.028721185,2.8310478e-09,0.9711357,6.1769314e-12,6.9250966e-19,3.8702717e-12,0.00014073591
E:\10\final\val\lefttop\leftopzo174.jpg,5,lefttop,5,lefttop,3,left,9,top,True,1.9639582e-10,7.482399e-17,2.665034e-12,2.3356574e-06,1.9111341e-13,0.9999964,6.235249e-17,8.6223854e-23,6.547469e-14,1.1926412e-06
E:\10\final\val\lefttop\leftopzo175.jpg,5,lefttop,5,lefttop,3,left,9,top,True,3.8747897e-11,1.2082986e-16,4.40381e-12,1.7888737e-05,1.3323369e-12,0.9999819,1.5088191e-17,1.1981461e-23,1.3162578e-15,1.8958002e-07
E:\10\final\val\lefttop\leftopzo177.jpg,5,lefttop,5,lefttop,9,top,2,forward,True,3.4349463e-09,1.5473925e-07,0.035406377,0.031592846,1.5417966e-07,0.47243905,1.8700396e-07,1.7267677e-13,8.612069e-08,0.46056116
E:\10\final\val\lefttop\leftopzo178.jpg,5,lefttop,5,lefttop,3,left,9,top,True,3.2201594e-10,4.1361942e-10,7.4735886e-05,0.01644076,1.8463329e-08,0.97964364,2.5408634e-10,2.323469e-16,2.1237442e-10,0.003840875
E:\10\final\val\lefttop\leftopzo179.jpg,5,lefttop,5,lefttop,3,left,9,top,True,2.754163e-10,9.917733e-12,8.4222313e-07,0.00094362,1.0076635e-09,0.9984485,4.5725134e-12,9.8172765e-18,3.135121e-11,0.00060698675
E:\10\final\val\lefttop\leftopzo180.jpg,5,lefttop,5,lefttop,9,top,3,left,True,3.5058328e-10,1.2949236e-12,5.2981957e-08,3.6355275e-05,7.728471e-11,0.99940753,7.88507e-14,3.8405213e-19,4.7138578e-12,0.0005561073
E:\10\final\val\lefttop\leftopzo181.jpg,5,lefttop,5,lefttop,9,top,3,left,True,2.2860573e-10,2.7843062e-14,3.6027294e-09,2.9861824e-06,6.652025e-13,0.9993631,1.099149e-14,1.1169318e-20,6.1317253e-12,0.00063386885
E:\10\final\val\lefttop\leftopzo182.jpg,5,lefttop,5,lefttop,9,top,3,left,True,1.1761062e-08,8.275685e-12,3.7265746e-08,2.6416543e-05,3.6312503e-10,0.9994593,3.3732465e-13,1.3612233e-17,3.5048495e-11,0.00051424524
E:\10\final\val\lefttop\leftopzo183.jpg,5,lefttop,9,top,5,lefttop,2,forward,True,1.8089717e-07,1.3191996e-08,0.00011527705,2.2860222e-05,1.7080203e-09,0.28620255,3.788556e-09,2.2759778e-13,6.0793326e-07,0.7136586
E:\10\final\val\lefttop\leftopzo184.jpg,5,lefttop,5,lefttop,9,top,3,left,True,5.3232703e-09,4.2660567e-10,2.1287166e-05,8.6072294e-05,7.4634515e-10,0.90950537,8.7105725e-11,7.466875e-16,4.4107473e-09,0.09038732
E:\10\final\val\lefttop\leftopzo185.jpg,5,lefttop,5,lefttop,9,top,3,left,True,1.3040994e-09,6.806879e-11,6.2111035e-06,4.6747096e-05,1.7744353e-10,0.95351624,1.4073174e-11,6.5749966e-17,9.0873226e-10,0.04643078
E:\10\final\val\lefttop\leftopzo186.jpg,5,lefttop,5,lefttop,9,top,3,left,True,3.07609e-09,2.40505e-10,1.5827622e-05,9.164847e-05,5.708272e-10,0.9330888,6.841448e-11,4.755164e-16,3.3553633e-09,0.06680378
E:\10\final\val\lefttop\leftopzo187.jpg,5,lefttop,5,lefttop,3,left,9,top,True,8.337637e-10,1.323152e-10,8.013129e-06,0.0023036092,6.525954e-09,0.99549377,2.9784137e-11,9.3339735e-17,1.026799e-10,0.002194481
E:\10\final\val\lefttop\leftopzo188.jpg,5,lefttop,5,lefttop,9,top,3,left,True,1.0978145e-10,6.361262e-12,2.8198313e-06,0.00023587234,9.610932e-11,0.9917504,4.996508e-12,2.9152457e-18,1.08924626e-10,0.008010876
E:\10\final\val\lefttop\leftopzo189.jpg,5,lefttop,5,lefttop,9,top,3,left,True,1.3558981e-09,6.019042e-11,4.749467e-06,0.00015939823,4.1743314e-10,0.98602283,1.384838e-11,4.4321105e-17,3.6066483e-10,0.01381304
E:\10\final\val\lefttop\leftopzo190.jpg,5,lefttop,5,lefttop,9,top,3,left,True,8.8436863e-10,2.6822122e-10,4.3227294e-05,0.0020566192,2.7777742e-09,0.98274267,1.7160953e-10,2.0056851e-16,7.855677e-10,0.015157497
E:\10\final\val\lefttop\leftopzo191.jpg,5,lefttop,5,lefttop,9,top,3,left,True,3.4559164e-10,1.2816743e-10,4.415873e-05,0.0007098694,6.5954836e-10,0.9627932,6.151933e-11,4.1146396e-17,5.2224447e-10,0.03645271
E:\10\final\val\lefttop\leftopzo192.jpg,5,lefttop,5,lefttop,9,top,3,left,True,1.0336046e-09,3.988457e-11,3.4476486e-06,8.357333e-05,2.169758e-10,0.9842004,5.1619668e-12,1.4921508e-17,1.8700415e-10,0.01571262
E:\10\final\val\lefttop\leftopzo193.jpg,5,lefttop,5,lefttop,9,top,3,left,True,2.1605143e-10,5.6552596e-11,1.6272044e-05,0.0004476669,4.1130707e-10,0.9820695,1.2365817e-11,9.073195e-18,1.0964376e-10,0.01746654
E:\10\final\val\lefttop\leftopzo194.jpg,5,lefttop,5,lefttop,9,top,3,left,True,3.2399794e-10,9.146392e-13,5.265003e-08,4.2196036e-05,4.7961735e-11,0.99944955,1.1799563e-13,3.683896e-19,5.791602e-12,0.00050825253
E:\10\final\val\lefttop\leftopzo195.jpg,5,lefttop,5,lefttop,9,top,3,left,True,8.544354e-10,1.765827e-12,6.459066e-08,2.1362406e-05,4.6304793e-11,0.99889886,2.343287e-13,1.5249854e-18,2.1736755e-11,0.0010796619
E:\10\final\val\lefttop\leftopzo196.jpg,5,lefttop,5,lefttop,9,top,3,left,True,3.3356307e-09,1.6224425e-11,2.4375083e-07,7.7265766e-05,5.029004e-10,0.99877256,1.2424826e-12,1.7313802e-17,4.671068e-11,0.0011498766
E:\10\final\val\lefttop\leftopzo197.jpg,5,lefttop,5,lefttop,9,top,3,left,True,2.3094867e-07,9.763275e-09,2.1103093e-05,7.1797775e-05,1.1087068e-08,0.93835235,9.1887234e-11,1.24609245e-14,3.814329e-09,0.06155452
E:\10\final\val\lefttop\leftopzo198.jpg,5,lefttop,5,lefttop,9,top,3,left,True,1.2518809e-09,7.937335e-11,3.6354697e-06,0.00037292077,1.331482e-09,0.99569905,6.0945446e-12,2.376912e-17,5.6232626e-11,0.0039243535
E:\10\final\val\lefttop\leftopzo2.jpg,5,lefttop,5,lefttop,3,left,9,top,True,9.337782e-10,1.258994e-14,1.2128362e-10,0.00012476706,5.968385e-11,0.99987423,1.7303914e-15,5.398968e-21,6.3222004e-14,9.961934e-07
E:\10\final\val\lefttop\leftopzo201.jpg,5,lefttop,5,lefttop,9,top,3,left,True,5.9476474e-10,7.957943e-12,3.9019596e-07,0.00024624416,4.624017e-10,0.99894375,8.9902543e-13,2.802009e-18,1.552181e-11,0.0008096881
E:\10\final\val\lefttop\leftopzo202.jpg,5,lefttop,5,lefttop,9,top,3,left,True,2.5552447e-08,5.523046e-10,2.2585125e-06,0.00019009733,7.461917e-09,0.99631965,9.343202e-12,4.6298715e-16,1.6618337e-10,0.0034878978
E:\10\final\val\lefttop\leftopzo203.jpg,5,lefttop,5,lefttop,9,top,3,left,True,7.049318e-11,2.2818553e-13,3.732455e-08,5.347707e-05,2.0492824e-11,0.99958843,7.1387036e-14,8.9175763e-20,3.3189163e-12,0.00035809574
E:\10\final\val\lefttop\leftopzo205.jpg,5,lefttop,5,lefttop,9,top,3,left,True,7.37525e-11,2.754169e-11,2.8803448e-05,0.0048289173,7.923818e-10,0.9880789,7.748798e-11,1.157381e-17,2.3062134e-10,0.0070632324
E:\10\final\val\lefttop\leftopzo206.jpg,5,lefttop,5,lefttop,9,top,3,left,True,1.1173315e-08,5.900582e-09,0.000118242424,0.0010562262,1.889404e-08,0.9546624,3.3640757e-10,3.5162445e-15,2.0053867e-09,0.044163182
